# ----------------------------------------
# HHS Agency Profile
# Pages
# 20170106-20170205
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
cdc.gov/hiv/index.html,"30,935","23,354",00:01:01,"11,550",34.82%,26.99%,$0.00
cdc.gov/hiv/statistics/overview/ataglance.html,"30,803","27,290",00:04:06,"21,506",75.54%,67.91%,$0.00
cdc.gov/handwashing/index.html,"30,735","23,007",00:01:15,"14,270",39.15%,31.81%,$0.00
cdc.gov/std/hpv/stdfact-hpv-vaccine-young-women.htm,"30,720","28,693",00:04:12,"23,504",80.52%,77.15%,$0.00
cdc.gov/vaccines/schedules/hcp/index.html,"30,690","24,504",00:00:17,"5,498",26.31%,11.44%,$0.00
cdc.gov/healthyweight/index.html,"30,641","24,162",00:00:58,"8,871",42.81%,28.96%,$0.00
cdc.gov/foodsafety/foodborne-germs.html,"30,587","22,298",00:01:57,"17,506",59.20%,46.31%,$0.00
cdc.gov/hand-foot-mouth/about/signs-symptoms.html,"30,572","26,155",00:01:22,"4,446",79.75%,35.23%,$0.00
cdc.gov/hiv/basics/index.html,"30,570","21,713",00:00:52,"7,741",31.79%,17.71%,$0.00
cdc.gov/parasites/giardia/index.html,"30,548","21,384",00:01:04,"16,152",34.07%,29.45%,$0.00
cdc.gov/vaccines/schedules/easy-to-read/adult.html,"30,517","26,619",00:02:54,"7,861",33.71%,54.21%,$0.00
cdc.gov/hand-foot-mouth/about/transmission.html,"30,375","27,519",00:02:17,"12,355",83.27%,54.97%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/hep-a.html,"30,180","27,661",00:02:29,"13,232",57.63%,53.50%,$0.00
cdc.gov/coronavirus/about/index.html,"30,170","27,433",00:03:44,"19,570",86.60%,79.47%,$0.00
cdc.gov/ncbddd/autism/data.html,"30,029","24,272",00:03:18,"19,869",70.76%,62.35%,$0.00
cdc.gov/hai/index.html,"29,881","21,279",00:00:51,"15,132",38.44%,32.26%,$0.00
cdc.gov/mumps/outbreaks.html,"29,748","25,551",00:02:42,"16,075",71.35%,58.03%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/multi.html,"29,552","27,273",00:03:18,"18,436",78.57%,71.46%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/varicella.html,"29,471","27,429",00:03:33,"18,188",70.97%,68.63%,$0.00
cdc.gov/drugoverdose/prescribing/guideline.html,"29,226","19,498",00:00:57,"15,229",24.45%,23.32%,$0.00
cdc.gov/hantavirus/outbreaks/seoul-virus/index.html,"29,171","24,829",00:01:24,"9,368",69.82%,39.12%,$0.00
cdc.gov/ecoli/general/index.html,"29,163","24,838",00:03:31,"10,436",80.49%,58.67%,$0.00
cdc.gov/vaccines/hcp/acip-recs/index.html,"29,134","19,720",00:00:57,"6,883",26.76%,16.96%,$0.00
cdc.gov/std/healthcomm/fact_sheets.htm,"29,051","17,722",00:00:47,"6,927",32.15%,21.88%,$0.00
cdc.gov/physicalactivity/basics/pa-health/index.html,"28,990","25,146",00:04:45,"23,966",78.51%,76.46%,$0.00
cdc.gov/hiv/basics/testing.html,"28,906","25,846",00:04:09,"20,844",79.30%,74.25%,$0.00
cdc.gov/tuskegee/timeline.htm,"28,868","25,530",00:06:36,"24,102",84.67%,82.29%,$0.00
cdc.gov/drugresistance/index.html,"28,833","23,159",00:01:46,"16,731",48.75%,42.41%,$0.00
cdc.gov/ncbddd/actearly/milestones/milestones-9mo.html,"28,650","25,506",00:02:32,"13,295",76.69%,56.03%,$0.00
cdc.gov/flu/about/qa/testing.htm,"28,571","26,185",00:02:31,"16,899",71.08%,60.27%,$0.00
cdc.gov/malaria/travelers/country_table/a.html,"28,535","21,846",00:00:33,"9,472",20.09%,14.49%,$0.00
phil.cdc.gov/phil/details.asp,"28,528","5,811",00:00:59,558,51.58%,10.27%,$0.00
cdc.gov/mmwr/volumes/66/wr/mm6601a7.htm?s_cid=mm6601a7_w,"28,396","26,224",00:04:34,"25,536",88.03%,87.89%,$0.00
cdc.gov/hiv/risk/oralsex.html,"28,261","26,121",00:03:56,"22,370",87.36%,82.22%,$0.00
cdc.gov/az/a.html,"28,135","21,662",00:00:36,"3,581",40.39%,19.16%,$0.00
cdc.gov/lyme/treatment/index.html,"28,054","22,672",00:02:02,"10,252",52.75%,47.41%,$0.00
cdc.gov/legionella/about/index.html,"27,977","20,582",00:01:01,"18,202",33.87%,35.80%,$0.00
cdc.gov/flu/consumer/index.html,"27,892","22,644",00:00:38,"10,695",34.35%,25.04%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/dtap.html,"27,886","25,427",00:02:39,"12,690",66.00%,53.80%,$0.00
cdc.gov/vaccines/vpd/pneumo/public/index.html,"27,752","24,958",00:03:27,"18,471",72.60%,68.17%,$0.00
cdc.gov/fungal/diseases/candidiasis/invasive/index.html,"27,703","16,141",00:00:40,"11,757",28.56%,24.98%,$0.00
cdc.gov/hiv/basics/whatishiv.html,"27,703","22,679",00:03:56,"11,255",70.72%,52.91%,$0.00
cdc.gov/epstein-barr/about-mono.html,"27,592","23,949",00:03:02,"18,408",78.84%,70.77%,$0.00
cdc.gov/traumaticbraininjury/symptoms.html,"27,495","24,488",00:03:00,"21,548",79.16%,72.97%,$0.00
espanol.cdc.gov/enes/flu/takingcare.htm,"27,294","23,229",00:03:17,"8,348",66.61%,60.93%,$0.00
cdc.gov/hai/organisms/cdiff/cdiff-patient.html,"27,180","23,700",00:03:06,"18,161",81.78%,69.36%,$0.00
cdc.gov/measles/cases-outbreaks.html,"27,152","22,608",00:03:34,"17,136",68.80%,59.12%,$0.00
cdc.gov/std/bv/default.htm,"27,147","19,815",00:00:31,"2,240",31.01%,15.87%,$0.00
cdc.gov/healthyweight/assessing/index.html,"27,124","20,792",00:01:04,"10,402",52.83%,38.14%,$0.00
cdc.gov/std/syphilis/default.htm,"27,114","20,937",00:00:42,"7,771",44.80%,25.39%,$0.00
cdc.gov/brfss/index.html,"27,108","20,457",00:00:55,"13,848",26.56%,21.69%,$0.00
cdc.gov/salmonella/general/index.html,"27,046","23,496",00:02:31,"10,802",79.39%,55.70%,$0.00
cdc.gov/vaccines/pubs/vis/default.htm,"26,997","23,293",00:00:03,"21,562",2.37%,2.05%,$0.00
cdc.gov/fungal/diseases/candidiasis/index.html,"26,914","21,491",00:01:49,"17,510",57.46%,50.40%,$0.00
cdc.gov/features/scarletfever/index.html,"26,886","25,168",00:04:30,"21,145",90.77%,83.98%,$0.00
cdc.gov/adenovirus/index.html,"26,854","21,523",00:00:44,"17,859",32.65%,35.65%,$0.00
espanol.cdc.gov/enes/zika/symptoms/symptoms.html?mobile=nocontent,"26,839","24,289",00:02:58,"23,972",71.92%,72.15%,$0.00
cdc.gov/norovirus/trends-outbreaks.html,"26,775","22,010",00:01:38,"6,390",51.72%,38.54%,$0.00
cdc.gov/chickenpox/about/index.html,"26,767","18,299",00:00:53,"10,753",28.04%,23.06%,$0.00
cdc.gov/zika/intheus/texas-update.html,"26,700","23,998",00:01:20,"3,406",73.39%,33.18%,$0.00
cdc.gov/features/necrotizingfasciitis/index.html,"26,637","24,760",00:05:23,"23,834",91.13%,88.67%,$0.00
cdc.gov/motorvehiclesafety/teen_drivers/teendrivers_factsheet.html,"26,511","22,421",00:04:56,"19,947",78.76%,74.78%,$0.00
cdc.gov/drugoverdose/data/statedeaths.html,"26,436","21,252",00:02:45,"16,199",70.60%,58.08%,$0.00
cdc.gov/nchs/fastats/life-expectancy.htm,"26,151","20,743",00:02:08,"16,902",52.44%,60.43%,$0.00
cdc.gov/cancer/cervical/basic_info/screening.htm,"26,062","22,888",00:03:21,"14,174",70.18%,63.88%,$0.00
cdc.gov/std/gonorrhea/treatment.htm,"26,007","22,255",00:01:45,"13,646",54.51%,44.85%,$0.00
cdc.gov/about/default.htm,"25,970","19,629",00:01:01,"1,733",45.37%,22.46%,$0.00
cdc.gov/dpdx/az.html,"25,796","10,011",00:00:39,"4,259",25.80%,9.56%,$0.00
cdc.gov/motorvehiclesafety/impaired_driving/impaired-drv_factsheet.html,"25,750","22,015",00:05:16,"19,977",78.28%,76.08%,$0.00
cdc.gov/nchs/products/databriefs/db241.htm,"25,617","24,089",00:04:08,"23,329",92.82%,90.92%,$0.00
cdc.gov/zika/pregnancy/protect-yourself.html,"25,567","21,994",00:01:28,"3,517",49.37%,28.38%,$0.00
cdc.gov/vhf/ebola/index.html,"25,390","17,285",00:01:17,"11,212",37.60%,27.72%,$0.00
cdc.gov/hai/organisms/cre/index.html,"25,280","21,049",00:01:58,"18,464",66.35%,59.34%,$0.00
cdc.gov/norovirus/hcp/clinical-overview.html,"25,247","23,279",00:03:18,"15,841",82.48%,71.53%,$0.00
cdc.gov/std/gonorrhea/default.htm,"25,176","18,760",00:00:33,"1,455",37.39%,15.13%,$0.00
cdc.gov/hicpac/2007ip/2007ip_appenda.html,"25,057","21,863",00:03:45,"17,267",75.48%,72.26%,$0.00
cdc.gov/vhf/ebola/about.html,"25,011","19,802",00:04:14,"14,931",59.62%,50.15%,$0.00
cdc.gov/obesity/data/index.html,"24,962","17,161",00:00:29,"4,746",26.29%,14.15%,$0.00
cdc.gov/flu/about/disease/high_risk.htm,"24,853","21,334",00:01:44,"5,696",63.22%,37.64%,$0.00
cdc.gov/std/tg2015/bv.htm,"24,815","22,804",00:04:40,"17,595",87.71%,80.10%,$0.00
cdc.gov/mold/dampness_facts.htm,"24,673","22,895",00:05:56,"22,059",85.77%,87.63%,$0.00
cdc.gov/obesity/data/childhood.html,"24,583","19,719",00:03:26,"7,975",62.16%,48.27%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/hpv.html,"24,563","20,886",00:02:29,"7,073",47.85%,52.52%,$0.00
cdc.gov/pertussis/about/index.html,"24,558","16,128",00:00:22,"3,693",20.54%,10.89%,$0.00
cdc.gov/zika/healtheffects/index.html,"24,527","20,378",00:01:06,"6,139",43.79%,24.73%,$0.00
gettested.cdc.gov/assessment_search_results,"24,383","12,578",00:01:01,"1,260",74.44%,26.04%,$0.00
cdc.gov/parasites/crypto/index.html,"24,379","16,696",00:01:08,"13,233",40.25%,32.73%,$0.00
cdc.gov/vaccines/vpd/tetanus/index.html,"24,373","21,030",00:01:42,"16,830",62.49%,56.26%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/rotavirus.html,"24,333","22,631",00:03:56,"14,660",74.69%,70.31%,$0.00
cdc.gov/healthyyouth/data/yrbs/index.htm,"24,297","16,738",00:01:07,"11,468",37.27%,27.53%,$0.00
cdc.gov/vaccines/parents/records-requirements.html,"24,223","20,410",00:02:32,"9,982",60.76%,59.84%,$0.00
auth.cdc.gov/siteminderagent/forms/login.fcc?type=33554433&realmoid=06-906c8fe5-fad0-4189-800c-40529cf5865c&guid=&smauthreason=0&method=get&smagentname=-sm-gmb5ayj8jxq+rwo0tsuflfp+gx0dts0wlfomnlhk+a09v/qvjsytgye9vlvkqcrt&target=-sm-https://sams.cdc.gov/samsportal/default.aspx,"24,172","19,891",00:01:38,"17,911",41.87%,41.37%,$0.00
cdc.gov/injury/wisqars/index.html,"24,092","14,852",00:00:44,"5,326",26.58%,15.90%,$0.00
cdc.gov/std/hpv/stdfact-hpvandoropharyngealcancer.htm,"23,982","22,016",00:04:08,"17,914",84.30%,76.61%,$0.00
cdc.gov/flu/protect/whoshouldvax.htm,"23,954","20,766",00:02:10,"9,981",72.12%,52.86%,$0.00
cdc.gov/flu/avianflu/avian-in-humans.htm,"23,874","20,730",00:03:12,"9,335",75.33%,57.72%,$0.00
cdc.gov/std/widgets/widget-2.html,"23,862","21,736",00:04:12,"21,530",92.31%,89.76%,$0.00
cdc.gov/pneumococcal/about/symptoms-complications.html,"23,782","21,986",00:03:17,"19,426",86.27%,80.66%,$0.00
cdc.gov/zika/symptoms/treatment.html,"23,770","20,516",00:02:24,"4,544",62.36%,42.14%,$0.00
cdc.gov/std/tg2015/gonorrhea.htm,"23,734","21,065",00:04:07,"9,991",76.07%,65.89%,$0.00
cdc.gov/spanish/index.html,"23,679","18,653",00:00:59,"8,619",58.34%,43.19%,$0.00
cdc.gov/diabetes/home/index.html,"23,674","18,403",00:00:47,"6,995",32.03%,21.19%,$0.00
cdc.gov/traumaticbraininjury/recovery.html,"23,558","21,212",00:03:14,"17,848",85.48%,77.96%,$0.00
cdc.gov/flu/protect/children.htm,"23,450","21,436",00:03:07,"17,511",75.75%,69.76%,$0.00
cdc.gov/westnile/index.html,"23,291","17,278",00:01:40,"13,660",37.02%,34.53%,$0.00
cdc.gov/vaccines/vpd/mmr/public/index.html,"23,067","20,626",00:03:16,"14,149",73.82%,64.67%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/typhoid.html,"23,039","21,667",00:04:25,"15,559",71.05%,75.49%,$0.00
cdc.gov/coronavirus/mers/index.html,"23,023","19,255",00:01:19,"16,284",44.48%,42.67%,$0.00
cdc.gov/pneumococcal/vaccination.html,"23,005","18,685",00:02:03,"12,063",39.22%,46.63%,$0.00
cdc.gov/tobacco/data_statistics/fact_sheets/tobacco_industry/hookahs/index.html,"22,995","21,737",00:05:26,"20,847",89.99%,90.05%,$0.00
cdc.gov/flu/protect/vaccine/index.htm,"22,869","17,796",00:00:37,"1,560",35.21%,13.96%,$0.00
cdc.gov/az/m.html,"22,841","17,125",00:00:21,"1,436",30.75%,10.77%,$0.00
cdc.gov/healthyweight/losing_weight/index.html,"22,821","19,347",00:01:57,"11,329",69.15%,50.83%,$0.00
cdc.gov/ncbddd/adhd/index.html,"22,802","16,403",00:01:01,"9,210",32.16%,23.72%,$0.00
cdc.gov/zika/prevention/prevent-mosquito-bites.html,"22,797","19,962",00:03:05,"3,149",71.33%,50.62%,$0.00
cdc.gov/tb/topic/testing/index.html,"22,728","17,855",00:01:12,"15,603",38.50%,39.74%,$0.00
cdc.gov/parasites/toxoplasmosis/gen_info/faqs.html,"22,681","20,705",00:04:45,"18,574",83.82%,79.11%,$0.00
cdc.gov/flu/professionals/diagnosis/rapidlab.htm,"22,678","21,261",00:03:58,"18,729",76.17%,75.00%,$0.00
search.cdc.gov/search?affiliate=cdc-main&page=2&utf8=✓,"22,469","17,455",00:01:19,626,41.36%,32.17%,$0.00
cdc.gov/groupastrep/diseases-public/index.html,"22,453","18,158",00:01:07,"15,653",55.81%,50.89%,$0.00
cdc.gov/chickenpox/about/photos.html,"22,449","17,135",00:01:49,"12,802",55.90%,63.88%,$0.00
cdc.gov/epiinfo/index.html,"22,432","17,178",00:01:03,"14,760",30.41%,29.39%,$0.00
cdc.gov/nchs/fastats/marriage-divorce.htm,"22,431","17,283",00:01:26,"15,812",50.78%,52.32%,$0.00
cdc.gov/flu/protect/vaccine/general.htm,"22,335","20,167",00:03:07,"18,207",74.01%,72.19%,$0.00
cdc.gov/handhygiene/index.html,"22,283","16,712",00:01:16,"11,938",37.54%,32.59%,$0.00
cdc.gov/sepsis/basic/qa.html,"22,254","20,458",00:04:07,"17,158",89.10%,82.10%,$0.00
cdc.gov/physicalactivity/basics/measuring/heartrate.htm,"22,241","20,500",00:04:17,"18,827",89.41%,84.67%,$0.00
cdc.gov/std/hpv/default.htm,"22,216","17,125",00:00:36,"4,198",29.06%,18.77%,$0.00
cdc.gov/hepatitis/hbv/index.html,"22,204","19,185",00:02:04,"17,147",60.24%,56.49%,$0.00
cdc.gov/shigella/index.html,"22,180","18,877",00:01:28,"15,997",57.67%,50.41%,$0.00
cdc.gov/features/handfootmouthdisease/index.html,"22,148","20,867",00:05:33,"18,953",90.00%,88.30%,$0.00
cdc.gov/tobacco/data_statistics/fact_sheets/adult_data/cig_smoking/index.html,"22,143","19,989",00:04:02,"17,371",78.95%,73.59%,$0.00
cdc.gov/parasites/index.html,"22,126","17,108",00:01:06,"13,213",43.33%,38.22%,$0.00
cdc.gov/std/syphilis/treatment.htm,"22,110","19,330",00:02:32,"13,722",61.45%,54.92%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/ppv.html,"22,072","20,194",00:02:37,"8,486",38.75%,66.58%,$0.00
cdc.gov/features/heartmonth/index.html,"22,060","19,274",00:05:54,"18,370",74.17%,78.71%,$0.00
cdc.gov/injury/wisqars/leadingcauses.html,"22,005","14,670",00:02:07,"8,838",48.79%,44.51%,$0.00
cdc.gov/drugoverdose/epidemic/index.html,"21,941","16,717",00:02:31,"10,917",56.16%,44.44%,$0.00
cdc.gov/flu/school/qa.htm,"21,883","20,541",00:04:31,"17,974",82.24%,80.35%,$0.00
cdc.gov/flu/about/qa/flushot.htm,"21,868","19,126",00:02:00,"14,083",70.16%,59.87%,$0.00
cdc.gov/fellowships/index.html,"21,789","14,710",00:00:46,"7,124",17.77%,14.98%,$0.00
cdc.gov/malaria/about/biology/index.html,"21,710","18,148",00:04:33,"13,562",77.02%,64.22%,$0.00
cdc.gov/vaccines/adults/vaccination-records.html,"21,669","18,505",00:01:49,"10,999",59.18%,51.62%,$0.00
cdc.gov/tb/topic/treatment/tbdisease.htm,"21,647","18,320",00:02:59,"8,631",71.05%,53.34%,$0.00
cdc.gov/measles/about/signs-symptoms.html,"21,598","18,417",00:02:44,"14,437",69.98%,61.10%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/rabies.html,"21,595","20,051",00:05:34,"18,528",84.87%,86.31%,$0.00
nccd.cdc.gov/dnpabmi/ui/es/calculator.aspx?calculatortype=metric,"21,554","7,265",00:00:57,"5,260",23.93%,16.70%,$0.00
cdc.gov/tb/topic/testing/default.htm,"21,513","16,173",00:00:43,"2,758",35.19%,14.89%,$0.00
cdc.gov/parasites/bedbugs/faqs.html,"21,364","19,833",00:03:21,"15,341",91.37%,79.73%,$0.00
cdc.gov/nchs/w2w/california.htm,"21,357","18,545",00:04:33,"2,860",66.52%,71.52%,$0.00
cdc.gov/vaccines/vpd/mening/index.html,"21,353","18,323",00:01:51,"11,452",58.49%,48.54%,$0.00
cdc.gov/ncbddd/actearly/milestones/milestones-4yr.html,"21,305","18,719",00:03:02,"9,472",69.95%,54.52%,$0.00
cdc.gov/shingles/index.html,"21,202","17,315",00:00:57,"13,223",35.64%,35.52%,$0.00
cdc.gov/az/c.html,"21,113","16,512",00:00:38,"1,787",37.17%,18.45%,$0.00
cdc.gov/hand-foot-mouth/about/prevention-treatment.html,"21,086","19,259",00:01:27,"4,515",83.56%,45.11%,$0.00
cdc.gov/flu/about/season/flu-season.htm,"21,001","19,263",00:01:54,"13,376",73.15%,60.38%,$0.00
cdc.gov/features/hookahsmoking/index.html,"20,990","19,598",00:04:40,"18,818",87.92%,88.00%,$0.00
cdc.gov/flu/professionals/index.htm,"20,869","16,625",00:00:36,"2,694",33.30%,13.80%,$0.00
cdc.gov/chickenpox/about/transmission.html,"20,846","17,895",00:02:52,"11,198",67.17%,54.67%,$0.00
cdc.gov/nchs/fastats/homicide.htm,"20,846","17,942",00:02:50,"13,725",66.59%,68.92%,$0.00
cdc.gov/hai/organisms/cdiff/cdiff_infect.html,"20,781","14,801",00:01:13,"10,124",30.81%,30.50%,$0.00
cdc.gov/vaccines/adults/index.html,"20,637","16,735",00:00:40,"1,881",34.36%,21.41%,$0.00
cdc.gov/chickenpox/about/symptoms.html,"20,586","17,582",00:02:06,"8,479",72.23%,46.84%,$0.00
cdc.gov/malaria/about/faqs.html,"20,564","18,455",00:05:55,"15,064",80.63%,74.27%,$0.00
cdc.gov/measles/index.html,"20,496","17,204",00:01:42,"12,973",51.41%,44.11%,$0.00
cdc.gov/flu/avianflu/index.html,"20,492","16,129",00:01:30,"13,734",42.57%,40.78%,$0.00
cdc.gov/condomeffectiveness/male-condom-use.html,"20,490","19,179",00:02:08,"9,269",86.25%,67.04%,$0.00
cdc.gov/parasites/leishmaniasis/index.html,"20,378","14,528",00:01:10,"12,462",37.14%,33.87%,$0.00
cdc.gov/tb/topic/basics/howtbspreads.htm,"20,343","17,223",00:01:57,"3,130",64.29%,26.99%,$0.00
cdc.gov/std/herpes/screening.htm,"20,327","18,540",00:05:32,"16,561",80.25%,77.97%,$0.00
cdc.gov/hepatitis/hcv/hcvfaq.htm,"20,311","16,488",00:03:57,"8,723",72.43%,60.02%,$0.00
cdc.gov/measles/about/photos.html,"20,292","15,867",00:01:34,"11,732",64.16%,56.24%,$0.00
cdc.gov/std/spanish/vph/stdfact-hpvandoropharyngealcancer-sp.htm,"20,268","18,609",00:05:43,"17,528",88.91%,86.67%,$0.00
cdc.gov/std/tg2015/syphilis.htm,"20,170","17,830",00:04:37,"11,318",79.54%,71.09%,$0.00
cdc.gov/std/default.htm,"19,892","15,057",00:01:05,"8,676",39.13%,30.31%,$0.00
cdc.gov/meningococcal/index.html,"19,852","16,557",00:01:24,"10,450",52.78%,41.47%,$0.00
wwwn.cdc.gov/clia/resources/labsearch.aspx,"19,834","4,771",00:01:13,"3,657",23.46%,20.77%,$0.00
cdc.gov/rsv/about/infection.html,"19,814","17,535",00:01:33,"2,410",76.45%,33.98%,$0.00
cdc.gov/hepatitis/hav/havfaq.htm,"19,784","17,388",00:04:05,"11,163",76.39%,67.29%,$0.00
cdc.gov/fungal/diseases/aspergillosis/index.html,"19,771","13,294",00:01:01,"9,526",39.11%,30.93%,$0.00
cdc.gov/diabetes/data/index.html,"19,745","12,414",00:01:29,"5,135",18.77%,21.62%,$0.00
cdc.gov/ncbddd/actearly/milestones/milestones-5yr.html,"19,725","17,605",00:03:31,"9,340",73.88%,64.16%,$0.00
cdc.gov/std/gonorrhea/stdfact-gonorrhea-detailed.htm,"19,663","17,657",00:04:20,"12,375",78.71%,69.70%,$0.00
cdc.gov/vhf/ebola/outbreaks/2014-west-africa/index.html,"19,663","15,672",00:02:25,"10,927",56.16%,47.03%,$0.00
auth.cdc.gov/entrustidentityguard/authenticate/login?type=167772160&realmoid=06-e811c37f-0695-496b-88eb-ee3073939ae0&guid=0&smauthreason=5&method=get&smagentname=-sm-e05edtpgjh33z00excxjztiyw9dkpvpzfdrt/oeelkzlewieubvskdvq9woplu86&target=-sm-https://nhsn2.cdc.gov/nhsn/,"19,632","17,764",00:00:31,"14,362",1.97%,2.22%,$0.00
cdc.gov/hiv/risk/prep/index.html,"19,562","17,381",00:03:24,"15,084",69.10%,70.92%,$0.00
cdc.gov/stroke/signs_symptoms.htm,"19,507","17,574",00:03:50,"16,477",80.71%,80.20%,$0.00
cdc.gov/tb/esp/topic/treatment/tbdisease.htm,"19,487","16,381",00:03:17,"11,893",73.50%,64.55%,$0.00
cdc.gov/az/h.html,"19,389","14,787",00:00:34,"1,037",33.88%,13.57%,$0.00
cdc.gov/concussion/headsup/training/cert.html,"19,312","17,627",00:03:50,"16,580",81.91%,80.35%,$0.00
cdc.gov/bloodpressure/measure.htm,"19,300","17,671",00:03:38,"16,534",86.51%,84.21%,$0.00
cdc.gov/mold/stachy.htm,"19,283","17,886",00:06:16,"17,234",86.96%,87.49%,$0.00
cdc.gov/tobacco/campaign/tips/diseases/index.html,"19,254","15,370",00:00:49,"14,790",58.57%,55.92%,$0.00
cdc.gov/ncbddd/birthdefects/cleftlip.html,"19,208","17,200",00:04:15,"15,959",86.20%,82.01%,$0.00
cdc.gov/hai/surveillance/index.html,"19,162","14,935",00:02:57,"8,439",58.22%,46.24%,$0.00
cdc.gov/parasites/az/index.html,"19,134","9,525",00:00:45,"3,521",41.76%,18.70%,$0.00
cdc.gov/chikungunya/index.html,"19,131","14,526",00:01:22,"11,179",38.90%,36.09%,$0.00
cdc.gov/diabetes/prevention/index.html,"19,100","14,130",00:01:19,"9,846",30.58%,32.69%,$0.00
cdc.gov/listeria/symptoms.html,"19,071","15,435",00:01:15,"1,963",66.38%,29.90%,$0.00
cdc.gov/conjunctivitis/about/treatment.html,"19,044","17,497",00:03:05,"13,487",87.88%,81.10%,$0.00
cdc.gov/tb/topic/basics/signsandsymptoms.htm,"19,014","16,271",00:01:38,"2,766",62.78%,31.97%,$0.00
phil.cdc.gov/phil/home.asp,"18,949","13,213",00:00:42,"8,116",27.48%,19.84%,$0.00
cdc.gov/vaccines/pregnancy/hcp/guidelines.html,"18,948","16,815",00:04:09,"13,466",77.83%,73.74%,$0.00
cdc.gov/std/treatment/2010/genital-warts.htm,"18,909","17,744",00:05:51,"16,344",87.73%,85.68%,$0.00
cdc.gov/hepatitis/hbv/index.htm,"18,900","14,882",00:01:04,"4,633",45.34%,25.16%,$0.00
cdc.gov/malaria/travelers/about_maps.html,"18,883","10,213",00:01:29,"5,206",46.48%,33.51%,$0.00
cdc.gov/mmwr/volumes/66/wr/mm6601a7.htm?s_cid=mm6601a7_e,"18,858","17,644",00:04:30,"17,211",88.72%,89.18%,$0.00
cdc.gov/tobacco/data_statistics/fact_sheets/fast_facts/index.html,"18,846","16,549",00:04:52,"13,994",74.91%,72.14%,$0.00
cdc.gov/hicpac/disinfection_sterilization/6_0disinfection.html,"18,840","16,541",00:04:13,"14,246",77.69%,73.07%,$0.00
cdc.gov/ncbddd/autism/index.html,"18,767","14,063",00:00:56,"8,773",36.89%,28.75%,$0.00
cdc.gov/std/trichomonas/default.htm,"18,741","13,777",00:00:31,"2,046",29.37%,16.19%,$0.00
cdc.gov/ncbddd/adhd/diagnosis.html,"18,679","16,069",00:03:11,"11,820",74.34%,64.55%,$0.00
cdc.gov/shingles/about/index.html,"18,668","13,014",00:00:22,"6,671",13.06%,12.86%,$0.00
cdc.gov/vaccines/programs/vfc/awardees/vaccine-management/price-list/index.html,"18,611","16,059",00:03:38,"12,759",78.75%,71.76%,$0.00
cdc.gov/dengue/index.html,"18,574","13,906",00:01:26,"9,672",38.28%,34.40%,$0.00
cdc.gov/vaccines/vpd/yf/public/index.html,"18,499","13,395",00:01:08,"11,639",29.47%,37.07%,$0.00
cdc.gov/vaccines/pregnancy/pregnant-women/index.html,"18,427","16,370",00:03:25,"12,763",69.74%,66.44%,$0.00
cdc.gov/actagainstaids/campaigns/starttalking/index.html,"18,426","16,106",00:03:39,"15,482",87.37%,81.68%,$0.00
cdc.gov/dengue/symptoms/index.html,"18,313","17,168",00:04:05,"13,667",89.62%,80.93%,$0.00
cdc.gov/ncbddd/actearly/index.html,"18,313","13,946",00:00:52,"8,885",27.48%,24.17%,$0.00
cdc.gov/lyme/postlds/index.html,"18,303","15,993",00:02:51,"8,300",77.70%,61.91%,$0.00
cdc.gov/flu/pandemic-resources/index.htm,"18,286","14,972",00:00:44,"2,630",52.80%,26.27%,$0.00
cdc.gov/shingles/about/prevention-treatment.html,"18,190","15,003",00:01:19,"4,828",65.18%,39.41%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/hib.html,"18,176","16,835",00:02:48,"9,211",65.44%,54.98%,$0.00
cdc.gov/mumps/outbreaks/outbreak-patient-qa.html,"18,002","16,395",00:03:27,"12,046",79.69%,70.31%,$0.00
cdc.gov/adenovirus/about/prevention-treatment.html,"17,975","15,173",00:01:07,"1,900",67.16%,37.94%,$0.00
cdc.gov/media/releases/2016/p1020-hpv-shots.html,"17,878","16,524",00:02:57,"10,908",79.81%,69.51%,$0.00
cdc.gov/zika/transmission/sexual-transmission.html,"17,861","16,197",00:03:14,"11,154",59.29%,55.84%,$0.00
cdc.gov/coronavirus/index.html,"17,842","15,198",00:01:10,"13,634",44.83%,46.03%,$0.00
cdc.gov/std/syphilis/images.htm,"17,824","13,740",00:01:28,"9,445",60.44%,49.97%,$0.00
cdc.gov/tobacco/campaign/tips/index.html,"17,820","14,454",00:00:57,"11,393",66.22%,53.42%,$0.00
cdc.gov/flu/weekly/fluviewinteractive.htm,"17,801","12,290",00:01:37,"1,628",27.34%,34.37%,$0.00
cdc.gov/ncbddd/heartdefects/hlhs.html,"17,760","15,879",00:04:41,"15,306",85.17%,82.12%,$0.00
