# ----------------------------------------
# HHS Agency Profile
# Pages
# 20170107-20170206
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
cdc.gov/ncbddd/birthdefects/microcephaly.html,"31,318","28,354",00:03:56,"23,284",82.16%,73.62%,$0.00
cdc.gov/foodsafety/foodborne-germs.html,"31,205","22,828",00:01:58,"17,972",59.10%,46.41%,$0.00
cdc.gov/hand-foot-mouth/about/signs-symptoms.html,"31,172","26,676",00:01:22,"4,495",79.86%,35.26%,$0.00
cdc.gov/parasites/giardia/index.html,"31,172","21,757",00:01:05,"16,395",34.00%,29.30%,$0.00
cdc.gov/hiv/statistics/overview/ataglance.html,"31,136","27,583",00:04:06,"21,656",75.42%,67.68%,$0.00
cdc.gov/handwashing/index.html,"31,135","23,293",00:01:15,"14,494",38.95%,31.66%,$0.00
cdc.gov/vaccines/schedules/hcp/index.html,"31,111","24,858",00:00:17,"5,548",26.16%,11.35%,$0.00
cdc.gov/std/hpv/stdfact-hpv-vaccine-young-women.htm,"31,103","29,045",00:04:12,"23,809",80.50%,77.05%,$0.00
cdc.gov/hantavirus/outbreaks/seoul-virus/index.html,"31,061","26,360",00:01:24,"9,624",69.48%,38.22%,$0.00
cdc.gov/hiv/basics/index.html,"31,014","22,065",00:00:52,"7,824",31.70%,17.67%,$0.00
cdc.gov/healthyweight/index.html,"31,008","24,424",00:00:58,"8,974",42.40%,28.77%,$0.00
cdc.gov/vaccines/schedules/easy-to-read/adult.html,"30,916","26,959",00:02:55,"7,900",33.74%,54.21%,$0.00
cdc.gov/hand-foot-mouth/about/transmission.html,"30,889","27,994",00:02:17,"12,464",83.28%,54.86%,$0.00
cdc.gov/ncbddd/autism/data.html,"30,576","24,668",00:03:18,"20,145",70.58%,62.24%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/hep-a.html,"30,526","28,016",00:02:30,"13,486",57.75%,53.75%,$0.00
cdc.gov/coronavirus/about/index.html,"30,478","27,744",00:03:44,"20,021",86.68%,79.63%,$0.00
cdc.gov/hai/index.html,"30,429","21,627",00:00:51,"15,355",38.40%,32.18%,$0.00
cdc.gov/tuskegee/timeline.htm,"29,989","26,497",00:06:36,"25,017",84.68%,82.33%,$0.00
cdc.gov/mumps/outbreaks.html,"29,981","25,750",00:02:43,"16,147",71.27%,57.92%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/varicella.html,"29,735","27,684",00:03:36,"18,354",71.01%,68.57%,$0.00
cdc.gov/drugoverdose/prescribing/guideline.html,"29,662","19,780",00:00:58,"15,447",24.41%,23.36%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/multi.html,"29,653","27,360",00:03:16,"18,451",78.37%,71.27%,$0.00
cdc.gov/ecoli/general/index.html,"29,608","25,226",00:03:31,"10,535",80.52%,58.65%,$0.00
cdc.gov/vaccines/hcp/acip-recs/index.html,"29,560","20,021",00:00:58,"7,013",26.60%,17.08%,$0.00
cdc.gov/physicalactivity/basics/pa-health/index.html,"29,554","25,642",00:04:44,"24,428",78.53%,76.52%,$0.00
cdc.gov/drugresistance/index.html,"29,471","23,672",00:01:46,"17,094",48.77%,42.46%,$0.00
cdc.gov/flu/about/qa/testing.htm,"29,273","26,827",00:02:32,"17,570",71.07%,60.50%,$0.00
cdc.gov/hiv/basics/testing.html,"29,233","26,117",00:04:09,"21,006",79.19%,74.03%,$0.00
phil.cdc.gov/phil/details.asp,"29,230","5,915",00:00:58,572,50.34%,10.23%,$0.00
cdc.gov/std/healthcomm/fact_sheets.htm,"29,042","17,790",00:00:48,"6,875",32.39%,21.95%,$0.00
cdc.gov/ncbddd/actearly/milestones/milestones-9mo.html,"28,762","25,595",00:02:30,"13,332",76.73%,55.93%,$0.00
cdc.gov/flu/consumer/index.html,"28,752","23,343",00:00:39,"11,197",34.13%,25.23%,$0.00
cdc.gov/malaria/travelers/country_table/a.html,"28,563","21,863",00:00:33,"9,485",20.06%,14.53%,$0.00
cdc.gov/mmwr/volumes/66/wr/mm6601a7.htm?s_cid=mm6601a7_w,"28,497","26,311",00:04:34,"25,611",88.00%,87.85%,$0.00
espanol.cdc.gov/enes/flu/takingcare.htm,"28,416","24,192",00:03:16,"8,761",66.54%,61.02%,$0.00
cdc.gov/az/a.html,"28,391","21,849",00:00:35,"3,548",40.57%,19.15%,$0.00
cdc.gov/hiv/risk/oralsex.html,"28,308","26,178",00:03:55,"22,436",87.30%,82.23%,$0.00
cdc.gov/brfss/index.html,"28,279","21,320",00:00:55,"14,400",26.50%,21.70%,$0.00
cdc.gov/lyme/treatment/index.html,"28,278","22,849",00:02:03,"10,330",52.96%,47.39%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/dtap.html,"28,198","25,706",00:02:39,"12,858",65.76%,53.80%,$0.00
cdc.gov/hiv/basics/whatishiv.html,"28,179","23,080",00:03:56,"11,414",70.63%,52.81%,$0.00
cdc.gov/vaccines/vpd/pneumo/public/index.html,"28,126","25,263",00:03:27,"18,667",72.60%,68.05%,$0.00
cdc.gov/traumaticbraininjury/symptoms.html,"27,955","24,902",00:03:01,"21,922",79.21%,73.04%,$0.00
cdc.gov/epstein-barr/about-mono.html,"27,925","24,245",00:03:03,"18,667",78.86%,70.86%,$0.00
cdc.gov/fungal/diseases/candidiasis/invasive/index.html,"27,830","16,168",00:00:40,"11,778",28.62%,24.93%,$0.00
cdc.gov/legionella/about/index.html,"27,815","20,408",00:01:01,"18,012",33.45%,35.36%,$0.00
cdc.gov/measles/cases-outbreaks.html,"27,752","22,919",00:03:32,"17,305",68.35%,58.33%,$0.00
cdc.gov/healthyweight/assessing/index.html,"27,462","21,017",00:01:04,"10,545",52.80%,38.13%,$0.00
cdc.gov/features/scarletfever/index.html,"27,451","25,693",00:04:31,"21,636",90.64%,84.00%,$0.00
cdc.gov/hai/organisms/cdiff/cdiff-patient.html,"27,389","23,874",00:03:07,"18,318",81.77%,69.37%,$0.00
cdc.gov/std/bv/default.htm,"27,347","19,911",00:00:31,"2,286",31.26%,15.86%,$0.00
cdc.gov/fungal/diseases/candidiasis/index.html,"27,248","21,739",00:01:49,"17,708",57.46%,50.23%,$0.00
cdc.gov/vaccines/pubs/vis/default.htm,"27,190","23,401",00:00:03,"21,649",2.38%,2.04%,$0.00
cdc.gov/salmonella/general/index.html,"27,157","23,595",00:02:30,"10,819",79.43%,55.45%,$0.00
cdc.gov/adenovirus/index.html,"27,146","21,771",00:00:45,"18,091",32.55%,35.68%,$0.00
cdc.gov/std/syphilis/default.htm,"27,119","20,955",00:00:42,"7,753",45.10%,25.54%,$0.00
cdc.gov/motorvehiclesafety/teen_drivers/teendrivers_factsheet.html,"27,055","22,886",00:04:56,"20,353",78.69%,74.79%,$0.00
cdc.gov/norovirus/trends-outbreaks.html,"26,972","22,180",00:01:37,"6,423",51.68%,38.52%,$0.00
cdc.gov/zika/intheus/texas-update.html,"26,945","24,222",00:01:20,"3,431",73.53%,33.17%,$0.00
cdc.gov/chickenpox/about/index.html,"26,936","18,407",00:00:54,"10,711",27.97%,22.90%,$0.00
cdc.gov/drugoverdose/data/statedeaths.html,"26,834","21,579",00:02:45,"16,452",70.46%,58.03%,$0.00
cdc.gov/features/necrotizingfasciitis/index.html,"26,823","24,918",00:05:20,"23,992",91.05%,88.57%,$0.00
espanol.cdc.gov/enes/zika/symptoms/symptoms.html?mobile=nocontent,"26,630","24,113",00:02:59,"23,797",71.85%,72.07%,$0.00
cdc.gov/about/default.htm,"26,622","20,098",00:01:01,"1,755",44.92%,22.34%,$0.00
cdc.gov/dpdx/az.html,"26,450","10,205",00:00:39,"4,317",25.06%,9.35%,$0.00
cdc.gov/nchs/fastats/life-expectancy.htm,"26,230","20,782",00:02:08,"16,899",52.54%,60.30%,$0.00
cdc.gov/cancer/cervical/basic_info/screening.htm,"26,217","23,030",00:03:23,"14,241",70.01%,63.82%,$0.00
cdc.gov/motorvehiclesafety/impaired_driving/impaired-drv_factsheet.html,"26,088","22,286",00:05:15,"20,240",78.32%,76.08%,$0.00
cdc.gov/std/gonorrhea/treatment.htm,"25,997","22,222",00:01:45,"13,652",54.25%,44.78%,$0.00
cdc.gov/vhf/ebola/index.html,"25,777","17,542",00:01:17,"11,375",37.25%,27.59%,$0.00
cdc.gov/vhf/ebola/about.html,"25,701","20,303",00:04:15,"15,302",59.44%,50.01%,$0.00
cdc.gov/obesity/data/index.html,"25,675","17,674",00:00:28,"4,869",26.33%,14.13%,$0.00
cdc.gov/norovirus/hcp/clinical-overview.html,"25,671","23,656",00:03:16,"16,087",82.34%,71.41%,$0.00
cdc.gov/zika/pregnancy/protect-yourself.html,"25,601","22,022",00:01:28,"3,500",49.56%,28.44%,$0.00
cdc.gov/obesity/data/childhood.html,"25,509","20,437",00:03:26,"8,221",62.03%,48.13%,$0.00
cdc.gov/hai/organisms/cre/index.html,"25,464","21,199",00:01:59,"18,601",66.28%,59.30%,$0.00
cdc.gov/hicpac/2007ip/2007ip_appenda.html,"25,301","22,069",00:03:45,"17,409",75.38%,72.15%,$0.00
cdc.gov/std/gonorrhea/default.htm,"25,154","18,751",00:00:34,"1,456",37.29%,15.18%,$0.00
cdc.gov/healthyyouth/data/yrbs/index.htm,"25,000","17,213",00:01:06,"11,709",37.05%,27.20%,$0.00
cdc.gov/flu/about/disease/high_risk.htm,"24,943","21,405",00:01:44,"5,687",62.94%,37.51%,$0.00
cdc.gov/std/tg2015/bv.htm,"24,920","22,899",00:04:39,"17,617",87.63%,79.98%,$0.00
cdc.gov/mold/dampness_facts.htm,"24,891","23,101",00:05:55,"22,260",85.90%,87.71%,$0.00
cdc.gov/pertussis/about/index.html,"24,788","16,231",00:00:22,"3,711",20.22%,10.78%,$0.00
cdc.gov/parasites/crypto/index.html,"24,743","16,917",00:01:08,"13,420",40.19%,32.68%,$0.00
cdc.gov/zika/healtheffects/index.html,"24,619","20,449",00:01:06,"6,017",44.01%,24.62%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/hpv.html,"24,592","20,924",00:02:28,"7,065",47.95%,52.47%,$0.00
cdc.gov/vaccines/parents/records-requirements.html,"24,587","20,706",00:02:33,"10,126",60.50%,59.92%,$0.00
gettested.cdc.gov/assessment_search_results,"24,546","12,667",00:01:01,"1,267",74.43%,26.06%,$0.00
cdc.gov/injury/wisqars/index.html,"24,512","15,121",00:00:44,"5,387",26.60%,15.94%,$0.00
cdc.gov/vaccines/vpd/tetanus/index.html,"24,493","21,183",00:01:42,"16,913",62.54%,56.26%,$0.00
auth.cdc.gov/siteminderagent/forms/login.fcc?type=33554433&realmoid=06-906c8fe5-fad0-4189-800c-40529cf5865c&guid=&smauthreason=0&method=get&smagentname=-sm-gmb5ayj8jxq+rwo0tsuflfp+gx0dts0wlfomnlhk+a09v/qvjsytgye9vlvkqcrt&target=-sm-https://sams.cdc.gov/samsportal/default.aspx,"24,455","20,103",00:01:39,"18,097",41.86%,41.44%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/rotavirus.html,"24,439","22,741",00:03:55,"14,723",74.64%,70.24%,$0.00
cdc.gov/spanish/index.html,"24,265","19,117",00:00:59,"8,876",58.57%,43.31%,$0.00
cdc.gov/std/hpv/stdfact-hpvandoropharyngealcancer.htm,"24,109","22,120",00:04:10,"17,949",84.25%,76.46%,$0.00
cdc.gov/diabetes/home/index.html,"24,049","18,726",00:00:48,"7,173",31.66%,21.07%,$0.00
cdc.gov/std/widgets/widget-2.html,"23,907","21,777",00:04:10,"21,565",92.28%,89.77%,$0.00
cdc.gov/std/tg2015/gonorrhea.htm,"23,845","21,149",00:04:08,"10,007",76.03%,65.75%,$0.00
cdc.gov/traumaticbraininjury/recovery.html,"23,830","21,457",00:03:16,"18,034",85.44%,77.87%,$0.00
cdc.gov/vaccines/vpd/mmr/public/index.html,"23,771","21,260",00:03:17,"14,649",74.15%,64.95%,$0.00
cdc.gov/zika/symptoms/treatment.html,"23,721","20,502",00:02:25,"4,557",62.42%,42.09%,$0.00
cdc.gov/flu/avianflu/avian-in-humans.htm,"23,706","20,589",00:03:12,"9,152",75.28%,57.42%,$0.00
cdc.gov/flu/protect/whoshouldvax.htm,"23,687","20,518",00:02:11,"9,817",72.01%,52.59%,$0.00
cdc.gov/pneumococcal/about/symptoms-complications.html,"23,680","21,895",00:03:15,"19,339",86.22%,80.61%,$0.00
cdc.gov/westnile/index.html,"23,623","17,489",00:01:40,"13,795",36.76%,34.17%,$0.00
cdc.gov/flu/protect/children.htm,"23,452","21,440",00:03:07,"17,454",75.67%,69.63%,$0.00
cdc.gov/features/heartmonth/index.html,"23,432","20,461",00:05:55,"19,507",74.10%,78.67%,$0.00
cdc.gov/ncbddd/adhd/index.html,"23,352","16,806",00:01:01,"9,490",31.97%,23.71%,$0.00
cdc.gov/flu/professionals/diagnosis/rapidlab.htm,"23,287","21,837",00:03:59,"19,220",76.33%,75.14%,$0.00
cdc.gov/flu/protect/vaccine/index.htm,"23,202","18,016",00:00:38,"1,571",35.34%,13.91%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/typhoid.html,"23,191","21,781",00:04:24,"15,631",71.10%,75.45%,$0.00
cdc.gov/pneumococcal/vaccination.html,"23,176","18,789",00:02:03,"12,073",39.23%,46.54%,$0.00
cdc.gov/az/m.html,"23,133","17,379",00:00:22,"1,469",30.54%,10.74%,$0.00
cdc.gov/tb/topic/testing/index.html,"22,963","18,037",00:01:13,"15,738",38.45%,39.62%,$0.00
cdc.gov/zika/prevention/prevent-mosquito-bites.html,"22,961","20,078",00:03:04,"3,135",71.29%,50.57%,$0.00
cdc.gov/healthyweight/losing_weight/index.html,"22,950","19,455",00:01:56,"11,393",69.13%,50.73%,$0.00
search.cdc.gov/search?affiliate=cdc-main&page=2&utf8=✓,"22,915","17,784",00:01:19,624,41.20%,32.16%,$0.00
cdc.gov/coronavirus/mers/index.html,"22,911","19,173",00:01:19,"16,197",44.57%,42.70%,$0.00
cdc.gov/tobacco/data_statistics/fact_sheets/tobacco_industry/hookahs/index.html,"22,889","21,637",00:05:23,"20,755",89.90%,89.96%,$0.00
nccd.cdc.gov/dnpabmi/ui/es/calculator.aspx?calculatortype=metric,"22,863","7,663",00:00:58,"5,632",23.66%,16.68%,$0.00
cdc.gov/parasites/toxoplasmosis/gen_info/faqs.html,"22,829","20,819",00:04:45,"18,660",83.66%,78.88%,$0.00
cdc.gov/nchs/fastats/marriage-divorce.htm,"22,825","17,575",00:01:26,"16,081",50.64%,52.20%,$0.00
cdc.gov/epiinfo/index.html,"22,810","17,465",00:01:03,"14,990",30.29%,29.22%,$0.00
cdc.gov/chickenpox/about/photos.html,"22,777","17,371",00:01:49,"12,997",55.96%,63.80%,$0.00
cdc.gov/handhygiene/index.html,"22,694","16,999",00:01:15,"12,142",37.35%,32.44%,$0.00
cdc.gov/groupastrep/diseases-public/index.html,"22,682","18,341",00:01:06,"15,778",55.79%,50.80%,$0.00
cdc.gov/physicalactivity/basics/measuring/heartrate.htm,"22,562","20,805",00:04:17,"19,054",89.49%,84.67%,$0.00
cdc.gov/parasites/index.html,"22,550","17,419",00:01:05,"13,423",43.34%,38.03%,$0.00
cdc.gov/flu/school/qa.htm,"22,522","21,152",00:04:31,"18,471",82.29%,80.43%,$0.00
cdc.gov/shigella/index.html,"22,450","19,131",00:01:28,"16,210",57.62%,50.43%,$0.00
cdc.gov/sepsis/basic/qa.html,"22,406","20,574",00:04:09,"17,245",89.03%,81.98%,$0.00
cdc.gov/tobacco/data_statistics/fact_sheets/adult_data/cig_smoking/index.html,"22,405","20,219",00:04:01,"17,539",78.82%,73.39%,$0.00
cdc.gov/hepatitis/hbv/index.html,"22,347","19,288",00:02:06,"17,249",60.23%,56.42%,$0.00
cdc.gov/std/hpv/default.htm,"22,318","17,181",00:00:36,"4,199",29.41%,18.76%,$0.00
cdc.gov/injury/wisqars/leadingcauses.html,"22,295","14,801",00:02:06,"8,877",48.43%,44.15%,$0.00
cdc.gov/drugoverdose/epidemic/index.html,"22,249","16,932",00:02:31,"11,040",56.11%,44.41%,$0.00
cdc.gov/std/syphilis/treatment.htm,"22,231","19,434",00:02:31,"13,784",61.34%,54.77%,$0.00
cdc.gov/features/handfootmouthdisease/index.html,"22,226","20,943",00:05:36,"19,003",89.97%,88.28%,$0.00
cdc.gov/malaria/about/biology/index.html,"22,167","18,502",00:04:34,"13,793",76.79%,63.95%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/ppv.html,"22,098","20,210",00:02:36,"8,488",38.74%,66.47%,$0.00
cdc.gov/measles/about/signs-symptoms.html,"22,063","18,780",00:02:44,"14,694",70.05%,60.91%,$0.00
cdc.gov/tb/topic/treatment/tbdisease.htm,"21,899","18,545",00:03:01,"8,712",71.04%,53.28%,$0.00
cdc.gov/fellowships/index.html,"21,871","14,774",00:00:46,"7,145",17.81%,15.09%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/rabies.html,"21,814","20,261",00:05:34,"18,713",84.86%,86.22%,$0.00
cdc.gov/flu/protect/vaccine/general.htm,"21,751","19,624",00:03:08,"17,674",73.96%,72.07%,$0.00
cdc.gov/vaccines/adults/vaccination-records.html,"21,734","18,542",00:01:50,"10,996",59.26%,51.55%,$0.00
cdc.gov/tb/topic/testing/default.htm,"21,731","16,299",00:00:43,"2,795",34.97%,14.86%,$0.00
cdc.gov/ncbddd/actearly/milestones/milestones-4yr.html,"21,615","18,969",00:03:02,"9,599",69.75%,54.35%,$0.00
cdc.gov/nchs/w2w/california.htm,"21,598","18,768",00:04:33,"2,877",66.14%,71.68%,$0.00
cdc.gov/parasites/bedbugs/faqs.html,"21,552","20,009",00:03:21,"15,481",91.25%,79.77%,$0.00
cdc.gov/flu/about/qa/flushot.htm,"21,467","18,770",00:02:00,"13,767",70.10%,59.63%,$0.00
cdc.gov/hand-foot-mouth/about/prevention-treatment.html,"21,446","19,594",00:01:27,"4,587",83.56%,44.90%,$0.00
cdc.gov/flu/about/season/flu-season.htm,"21,416","19,633",00:01:55,"13,657",72.93%,60.26%,$0.00
cdc.gov/az/c.html,"21,372","16,765",00:00:37,"1,822",37.39%,18.62%,$0.00
cdc.gov/shingles/index.html,"21,344","17,428",00:00:58,"13,309",35.73%,35.59%,$0.00
cdc.gov/vaccines/vpd/mening/index.html,"21,330","18,305",00:01:51,"11,431",58.62%,48.58%,$0.00
cdc.gov/flu/professionals/index.htm,"21,090","16,810",00:00:36,"2,695",33.43%,13.82%,$0.00
cdc.gov/chickenpox/about/transmission.html,"21,025","18,045",00:02:53,"11,274",67.25%,54.72%,$0.00
cdc.gov/features/hookahsmoking/index.html,"20,990","19,567",00:04:38,"18,778",87.82%,87.91%,$0.00
cdc.gov/measles/index.html,"20,972","17,583",00:01:42,"13,239",51.47%,44.03%,$0.00
cdc.gov/vaccines/adults/index.html,"20,923","16,966",00:00:40,"1,895",34.21%,21.42%,$0.00
cdc.gov/hai/organisms/cdiff/cdiff_infect.html,"20,899","14,843",00:01:13,"10,172",30.36%,30.10%,$0.00
cdc.gov/nchs/fastats/homicide.htm,"20,895","17,958",00:02:50,"13,715",66.54%,68.81%,$0.00
cdc.gov/malaria/about/faqs.html,"20,805","18,678",00:05:57,"15,218",80.52%,74.12%,$0.00
cdc.gov/chickenpox/about/symptoms.html,"20,770","17,744",00:02:07,"8,516",72.37%,46.66%,$0.00
cdc.gov/condomeffectiveness/male-condom-use.html,"20,730","19,422",00:02:09,"9,463",86.47%,67.32%,$0.00
cdc.gov/measles/about/photos.html,"20,638","16,147",00:01:34,"11,946",64.15%,56.23%,$0.00
cdc.gov/parasites/leishmaniasis/index.html,"20,592","14,654",00:01:10,"12,556",37.11%,33.86%,$0.00
cdc.gov/tb/topic/basics/howtbspreads.htm,"20,541","17,408",00:01:58,"3,145",64.40%,26.91%,$0.00
cdc.gov/std/spanish/vph/stdfact-hpvandoropharyngealcancer-sp.htm,"20,537","18,854",00:05:43,"17,761",88.93%,86.67%,$0.00
cdc.gov/hepatitis/hcv/hcvfaq.htm,"20,506","16,604",00:03:57,"8,763",72.17%,59.80%,$0.00
cdc.gov/flu/avianflu/index.html,"20,480","16,097",00:01:30,"13,682",42.77%,40.87%,$0.00
cdc.gov/std/tg2015/syphilis.htm,"20,415","18,045",00:04:39,"11,440",79.47%,71.12%,$0.00
cdc.gov/std/herpes/screening.htm,"20,391","18,602",00:05:32,"16,596",80.21%,77.84%,$0.00
cdc.gov/diabetes/data/index.html,"20,301","12,797",00:01:29,"5,290",18.95%,21.89%,$0.00
cdc.gov/tobacco/campaign/tips/diseases/index.html,"20,120","16,021",00:00:48,"15,407",58.49%,55.76%,$0.00
cdc.gov/ncbddd/actearly/milestones/milestones-5yr.html,"20,115","17,930",00:03:29,"9,503",73.73%,64.13%,$0.00
cdc.gov/fungal/diseases/aspergillosis/index.html,"20,079","13,520",00:01:02,"9,660",39.16%,30.93%,$0.00
cdc.gov/meningococcal/index.html,"19,983","16,666",00:01:25,"10,516",52.70%,41.47%,$0.00
wwwn.cdc.gov/clia/resources/labsearch.aspx,"19,972","4,818",00:01:15,"3,695",23.40%,20.81%,$0.00
cdc.gov/vhf/ebola/outbreaks/2014-west-africa/index.html,"19,954","15,895",00:02:26,"11,068",56.07%,46.89%,$0.00
cdc.gov/std/default.htm,"19,930","15,110",00:01:04,"8,681",38.91%,30.24%,$0.00
auth.cdc.gov/entrustidentityguard/authenticate/login?type=167772160&realmoid=06-e811c37f-0695-496b-88eb-ee3073939ae0&guid=0&smauthreason=5&method=get&smagentname=-sm-e05edtpgjh33z00excxjztiyw9dkpvpzfdrt/oeelkzlewieubvskdvq9woplu86&target=-sm-https://nhsn2.cdc.gov/nhsn/,"19,890","18,022",00:00:31,"14,594",2.03%,2.24%,$0.00
cdc.gov/rsv/about/infection.html,"19,860","17,563",00:01:34,"2,402",75.75%,33.80%,$0.00
cdc.gov/tb/esp/topic/treatment/tbdisease.htm,"19,829","16,659",00:03:17,"12,124",73.40%,64.56%,$0.00
cdc.gov/hepatitis/hav/havfaq.htm,"19,811","17,432",00:04:05,"11,174",76.31%,67.25%,$0.00
cdc.gov/hiv/risk/prep/index.html,"19,735","17,521",00:03:25,"15,199",68.98%,70.83%,$0.00
cdc.gov/bloodpressure/measure.htm,"19,731","18,069",00:03:38,"16,903",86.55%,84.17%,$0.00
cdc.gov/std/gonorrhea/stdfact-gonorrhea-detailed.htm,"19,675","17,669",00:04:22,"12,405",78.62%,69.67%,$0.00
cdc.gov/concussion/headsup/training/cert.html,"19,662","17,962",00:03:50,"16,907",82.06%,80.49%,$0.00
cdc.gov/stroke/signs_symptoms.htm,"19,649","17,695",00:03:53,"16,591",80.62%,80.23%,$0.00
cdc.gov/az/h.html,"19,597","14,983",00:00:34,"1,063",34.69%,13.57%,$0.00
cdc.gov/hai/surveillance/index.html,"19,559","15,222",00:02:56,"8,589",58.16%,46.02%,$0.00
cdc.gov/mold/stachy.htm,"19,474","18,058",00:06:21,"17,396",86.91%,87.47%,$0.00
cdc.gov/parasites/az/index.html,"19,421","9,725",00:00:46,"3,585",41.77%,18.81%,$0.00
cdc.gov/diabetes/prevention/index.html,"19,320","14,354",00:01:19,"9,994",30.50%,32.68%,$0.00
cdc.gov/tobacco/data_statistics/fact_sheets/fast_facts/index.html,"19,288","16,922",00:04:53,"14,306",74.76%,72.01%,$0.00
cdc.gov/listeria/symptoms.html,"19,282","15,629",00:01:16,"2,030",66.16%,29.98%,$0.00
cdc.gov/ncbddd/birthdefects/cleftlip.html,"19,200","17,189",00:04:16,"15,943",86.15%,81.95%,$0.00
phil.cdc.gov/phil/home.asp,"19,184","13,418",00:00:42,"8,273",27.46%,19.91%,$0.00
cdc.gov/tb/topic/basics/signsandsymptoms.htm,"19,181","16,415",00:01:39,"2,787",62.78%,31.96%,$0.00
cdc.gov/vaccines/pregnancy/hcp/guidelines.html,"19,175","17,031",00:04:09,"13,627",77.79%,73.77%,$0.00
cdc.gov/conjunctivitis/about/treatment.html,"19,149","17,607",00:03:03,"13,576",88.02%,81.24%,$0.00
cdc.gov/ncbddd/adhd/diagnosis.html,"19,133","16,457",00:03:12,"12,095",74.17%,64.41%,$0.00
cdc.gov/hicpac/disinfection_sterilization/6_0disinfection.html,"19,095","16,755",00:04:16,"14,431",77.67%,73.01%,$0.00
cdc.gov/ncbddd/autism/index.html,"19,073","14,317",00:00:56,"8,928",36.92%,28.77%,$0.00
cdc.gov/malaria/travelers/about_maps.html,"19,044","10,355",00:01:28,"5,311",46.78%,33.76%,$0.00
cdc.gov/std/treatment/2010/genital-warts.htm,"19,024","17,843",00:05:49,"16,453",87.66%,85.60%,$0.00
cdc.gov/chikungunya/index.html,"18,986","14,417",00:01:22,"11,100",38.84%,35.99%,$0.00
cdc.gov/hepatitis/hbv/index.htm,"18,948","14,889",00:01:04,"4,541",45.57%,24.88%,$0.00
cdc.gov/vaccines/vpd/yf/public/index.html,"18,947","13,762",00:01:09,"11,999",29.35%,37.09%,$0.00
cdc.gov/mmwr/volumes/66/wr/mm6601a7.htm?s_cid=mm6601a7_e,"18,930","17,713",00:04:30,"17,277",88.73%,89.18%,$0.00
cdc.gov/dengue/index.html,"18,926","14,161",00:01:27,"9,878",38.49%,34.60%,$0.00
cdc.gov/shingles/about/index.html,"18,885","13,160",00:00:22,"6,773",13.29%,13.04%,$0.00
cdc.gov/vaccines/programs/vfc/awardees/vaccine-management/price-list/index.html,"18,745","16,223",00:03:42,"12,886",79.16%,71.91%,$0.00
cdc.gov/vaccines/pregnancy/pregnant-women/index.html,"18,729","16,633",00:03:27,"12,962",69.80%,66.47%,$0.00
cdc.gov/std/trichomonas/default.htm,"18,724","13,772",00:00:31,"2,023",29.65%,16.19%,$0.00
cdc.gov/actagainstaids/campaigns/starttalking/index.html,"18,576","16,236",00:03:36,"15,582",87.33%,81.59%,$0.00
cdc.gov/ncbddd/actearly/index.html,"18,534","14,109",00:00:52,"8,969",27.51%,24.09%,$0.00
cdc.gov/flu/pandemic-resources/index.htm,"18,445","15,110",00:00:44,"2,661",52.33%,26.22%,$0.00
cdc.gov/shingles/about/prevention-treatment.html,"18,371","15,126",00:01:19,"4,871",64.87%,39.28%,$0.00
cdc.gov/vaccines/hcp/vis/vis-statements/hib.html,"18,322","16,959",00:02:47,"9,250",65.26%,54.74%,$0.00
cdc.gov/dengue/symptoms/index.html,"18,302","17,151",00:04:05,"13,617",89.57%,80.75%,$0.00
cdc.gov/lyme/postlds/index.html,"18,243","15,946",00:02:51,"8,191",77.86%,61.78%,$0.00
cdc.gov/tobacco/campaign/tips/index.html,"18,237","14,804",00:00:58,"11,665",66.45%,53.53%,$0.00
cdc.gov/mumps/outbreaks/outbreak-patient-qa.html,"18,159","16,555",00:03:27,"12,144",79.76%,70.32%,$0.00
cdc.gov/adenovirus/about/prevention-treatment.html,"18,135","15,291",00:01:07,"1,900",67.26%,37.99%,$0.00
cdc.gov/rotavirus/about/treatment.html,"18,020","16,252",00:01:18,"2,520",83.06%,43.78%,$0.00
cdc.gov/flu/avianflu/index.htm,"17,962","14,585",00:00:38,"2,089",41.26%,18.92%,$0.00
cdc.gov/ncbddd/heartdefects/hlhs.html,"17,959","16,052",00:04:40,"15,457",85.11%,82.03%,$0.00
cdc.gov/motorvehiclesafety/seatbelts/facts.html,"17,958","14,857",00:04:09,"13,086",72.93%,68.63%,$0.00
cdc.gov/flu/weekly/fluviewinteractive.htm,"17,957","12,412",00:01:37,"1,640",27.37%,34.45%,$0.00
cdc.gov/heartdisease/index.html,"17,946","13,537",00:01:00,"5,492",35.32%,22.29%,$0.00
cdc.gov/media/releases/2016/p1020-hpv-shots.html,"17,942","16,584",00:02:59,"11,020",79.79%,69.66%,$0.00
